K,Variance,PSNR
20,0.9999999999999999,307.29350803905925
25,0.9999999999999999,307.26298402749256
5,0.9943253682902169,37.186457124505964
10,0.9999999999999999,319.8362479674841
15,0.9999999999999999,319.4029451468739
20,0.9999999999999999,319.0089786711351
25,0.9999999999999999,318.6477970745934
5,0.9642725185151739,25.6685315160999
10,0.9962879678113881,35.50243820924556
15,0.9999999999999999,312.1734732534423
20,0.9999999999999999,312.05222014080454
25,0.9999999999999999,311.9342606144803
5,0.9706974740671466,27.434951251847703
10,0.9977367890254613,38.55675143761915
15,1.0,313.4516424330707
20,1.0,313.34392486183526
25,1.0,313.23881446241734
5,0.9249191740684124,22.29383342553245
10,0.9919387960109342,31.985124728841225
15,0.9997674795964905,47.38451316065978
20,1.0000000000000002,308.18661947947095
25,1.0000000000000002,308.1436925251674
5,0.9818044809549544,31.360918438154588
10,1.0000000000000002,311.4622916606171
15,1.0000000000000002,311.3936981944823
20,1.0000000000000002,311.34655416912295
25,1.0000000000000002,311.30016066062234
5,0.9684376889223655,28.204961258922765
10,1.0,312.76655844639856
15,1.0,312.66792036731476
20,1.0,312.59223467736274
25,1.0,312.51784542161323
5,0.9539915927000866,24.45661212049689
10,0.9934679697843344,32.93450226331869
15,0.9998682706351175,49.88815813417956
20,0.9999999999999999,308.6895690237137
25,0.9999999999999999,308.6618677625854
5,0.9629797480371993,24.814522664089587
10,0.9964943858084933,35.0512751833799
15,0.999971331478577,55.92486341859417
20,1.0000000000000002,306.81192773539067
25,1.0000000000000002,306.7813448590522
5,0.9489615101300244,25.353252459190912
10,0.9969679888609396,37.6149226940774
15,1.0000000000000002,312.7491477749659
20,1.0000000000000002,312.66301310861274
25,1.0000000000000002,312.578553601761
5,0.9428503894401419,23.81220621927902
10,0.995943544654377,35.30087197685822
15,0.9999999999999999,314.0705234642406
20,0.9999999999999999,313.93754763380366
25,0.9999999999999999,313.80852269380966
5,0.9634239398902211,25.27945358267505
10,0.9951444877554365,34.04907227053479
15,0.9999834108669958,58.7131859156948
20,1.0000000000000002,310.2434551946744
25,1.0000000000000002,310.1960121940592
5,0.9438210365092706,23.982512584871422
10,0.9951768213432602,34.64491631590374
15,0.999997125777565,66.89304605698163
20,0.9999999999999998,309.2128439956886
25,0.9999999999999998,309.16051155358616
5,0.965650268488536,28.568495794012584
10,0.9991398852014719,44.58216506330154
15,1.0,312.66372203676644
20,1.0,312.6186523109118
25,1.0,312.5740455046818
5,0.905454284570594,21.696170945213478
10,0.9924201532126999,32.65598519776121
15,0.9995293831843288,44.72591506080303
20,0.9999999999999999,308.44144115910063
25,0.9999999999999999,308.40274100500216
5,0.9115446431997591,23.176977714828915
10,0.9948062858151981,35.48943863824583
15,0.9999204531866022,53.63799123394201
20,0.9999999999999998,310.9142336988975
25,0.9999999999999998,310.87775578558717
5,0.957089010613963,24.822493477489424
10,0.9974735138086962,37.12300946884697
15,0.9999999999999998,310.79485705468335
20,0.9999999999999998,310.67545481783566
25,0.9999999999999998,310.5766827492155
5,0.893500851618746,22.945364879465494
10,0.9961211078570739,37.3317491919777
15,0.9999999999999998,315.505038955076
20,0.9999999999999998,315.41735678143925
25,0.9999999999999998,315.3314098959476
5,0.9351762807169729,24.02751194713727
10,0.9970811393800473,37.49271782659817
15,1.0000000000000002,308.1169807332002
20,1.0000000000000002,308.08464978392874
25,1.0000000000000002,308.05800320959867
5,0.9016107375084291,21.072068006558595
10,0.9937019588056172,33.00949008890386
15,0.9995516914148544,44.48577450124402
20,1.0,308.0829090713529
25,1.0,308.0523088394323
5,0.96717449252217,26.509293084352716
10,0.9983240713147413,39.42885222954621
15,1.0000000000000002,312.621538812259
20,1.0000000000000002,312.4958285908
25,1.0000000000000002,312.37365502675834
5,0.9463151690924634,25.762553553482434
10,0.9983557828598885,40.901477737002395
15,0.9999999999999998,310.0594652678252
20,0.9999999999999998,310.02427103345474
25,0.9999999999999998,309.9893597139913
5,0.9649279248337869,25.040140337032106
10,0.9956654949110584,34.12035979776411
15,0.9999817132635995,57.86839292282668
20,0.9999999999999998,308.3149939523879
25,0.9999999999999998,308.2624130557565
5,0.9353637034817913,23.368387197440455
10,0.9970037104870403,36.70731410095825
15,0.9999999528564838,84.73893213694738
20,0.9999999999999999,311.0280006886503
25,0.9999999999999999,310.9542561738385
5,0.9338367547166911,23.012589922659025
10,0.9961833395950135,35.40192271874818
15,1.0,309.5601255306212
20,1.0,309.50977659266306
25,1.0,309.46000468038096
5,0.9916908657694892,35.50602749529347
10,1.0000000000000002,316.08771164878755
15,1.0000000000000002,315.98721553555265
20,1.0000000000000002,315.8889924128761
25,1.0000000000000002,315.7929417311476
5,0.9205613869612794,24.535088007221226
10,0.9978031334960141,40.117367865539265
15,1.0,314.8873871589369
20,1.0,314.7828299017266
25,1.0,314.6807308161732
5,0.9464235300869847,24.757293576552307
10,0.996932932607134,37.17980133879201
15,1.0,308.8917358669837
20,1.0,308.867746131536
25,1.0,308.8437094505594
5,0.9420676883483056,23.407072054462922
10,0.9958041762308084,34.808108248903
15,0.9999999999999999,300.6526186799136
20,0.9999999999999999,300.6449543627676
25,0.9999999999999999,300.63730354758667
5,0.9007347990301849,20.62696392317331
10,0.9947178082903612,33.36679259243431
15,0.9997729439906878,47.03360417983028
20,1.0,304.19325865078457
25,1.0,304.179319725636
